WEO Country Code;ISO;WEO Subject Code;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;2008;2009;2010;Estimates Start After
293;PER;NGDP_RPCH;Peru;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;9.222;7.005;6.500;2007
293;PER;PCPIPCH;Peru;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.596;4.431;2.458;2007
293;PER;LUR;Peru;Unemployment rate;Percent of total labor force;;;;;;
566;PHL;NGDP_RPCH;Philippines;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.404;3.796;4.500;2007
566;PHL;PCPIPCH;Philippines;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;10.100;6.973;3.500;2007
566;PHL;LUR;Philippines;Unemployment rate;Percent of total labor force;;;;;;
964;POL;NGDP_RPCH;Poland;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.242;3.759;4.844;2007
964;POL;PCPIPCH;Poland;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;4.009;3.310;3.820;2007
964;POL;LUR;Poland;Unemployment rate;Percent of total labor force;;;;;;
182;PRT;NGDP_RPCH;Portugal;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;0,416666667;0,069444444;1.000;2007
182;PRT;PCPIPCH;Portugal;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;3.153;2.041;2.100;2007
182;PRT;LUR;Portugal;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, harmonized definition ILO (International Labour Organization) Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  Euro Data last updated: 10/2008;7.618;7.802;n/a;2007
453;QAT;NGDP_RPCH;Qatar;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;16.843;21.360;19.385;2006
453;QAT;PCPIPCH;Qatar;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;15.000;13.000;11.000;2007
453;QAT;LUR;Qatar;Unemployment rate;Percent of total labor force;;;;;;
968;ROU;NGDP_RPCH;Romania;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;8.600;4.800;5.300;2007
968;ROU;PCPIPCH;Romania;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;8.215;6.559;5.517;2007
968;ROU;LUR;Romania;Unemployment rate;Percent of total labor force;;;;;;
922;RUS;NGDP_RPCH;Russia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;7.000;5.500;6.000;2007
922;RUS;PCPIPCH;Russia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;14.027;11.976;10.226;2007
922;RUS;LUR;Russia;Unemployment rate;Percent of total labor force;;;;;;
714;RWA;NGDP_RPCH;Rwanda;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.005;5.553;5.355;2007
714;RWA;PCPIPCH;Rwanda;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;12.000;8.000;5.000;2007
714;RWA;LUR;Rwanda;Unemployment rate;Percent of total labor force;;;;;;
862;WSM;NGDP_RPCH;Samoa;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.490;4.000;3.500;2006
862;WSM;PCPIPCH;Samoa;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;7.100;5.100;4.290;2006
862;WSM;LUR;Samoa;Unemployment rate;Percent of total labor force;;;;;;
716;STP;NGDP_RPCH;São Tomé and Príncipe;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.800;6.000;6.000;2006
716;STP;PCPIPCH;São Tomé and Príncipe;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;25.862;19.786;12.778;2007
716;STP;LUR;São Tomé and Príncipe;Unemployment rate;Percent of total labor force;;;;;;
456;SAU;NGDP_RPCH;Saudi Arabia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.853;4.298;4.613;2007
456;SAU;PCPIPCH;Saudi Arabia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;11.451;10.007;8.023;2007
456;SAU;LUR;Saudi Arabia;Unemployment rate;Percent of total labor force;;;;;;
722;SEN;NGDP_RPCH;Senegal;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.346;5.758;5.721;2007
722;SEN;PCPIPCH;Senegal;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.401;2.838;2.206;2007
722;SEN;LUR;Senegal;Unemployment rate;Percent of total labor force;;;;;;
942;SRB;NGDP_RPCH;Serbia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.000;6.000;6.500;2007
942;SRB;PCPIPCH;Serbia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;10.714;7.454;7.818;2007
942;SRB;LUR;Serbia;Unemployment rate;Percent of total labor force;;;;;;
718;SYC;NGDP_RPCH;Seychelles;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;2.540;2.989;3.489;2006
718;SYC;PCPIPCH;Seychelles;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;27.298;28.686;12.727;2006
718;SYC;LUR;Seychelles;Unemployment rate;Percent of total labor force;;;;;;
724;SLE;NGDP_RPCH;Sierra Leone;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.532;5.898;6.310;2007
724;SLE;PCPIPCH;Sierra Leone;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;15.273;13.876;10.550;2007
724;SLE;LUR;Sierra Leone;Unemployment rate;Percent of total labor force;;;;;;
576;SGP;NGDP_RPCH;Singapore;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.617;3.451;5.219;2007
576;SGP;PCPIPCH;Singapore;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;6.526;3.251;2.179;2007
576;SGP;LUR;Singapore;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, national definition. Prior to 1986 unemployment data excludes non-residents. Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  Singapore dollars Data last updated: 10/2008;2.100;2.200;n/a;2007
936;SVK;NGDP_RPCH;Slovak Republic;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;7.371;5.612;5.855;2007
936;SVK;PCPIPCH;Slovak Republic;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;3.945;3.648;3.200;2007
936;SVK;LUR;Slovak Republic;Unemployment rate;Percent of total labor force;;;;;;
961;SVN;NGDP_RPCH;Slovenia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.259;3.650;3.788;2007
961;SVN;PCPIPCH;Slovenia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.891;3.260;3.260;2007
961;SVN;LUR;Slovenia;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, harmonized definition ILO (International Labour Organization) Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  Euros Data last updated: 06/2008;4.800;5.000;n/a;2007
813;SLB;NGDP_RPCH;Solomon Islands;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;7.318;4.006;3.426;2007
813;SLB;PCPIPCH;Solomon Islands;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;15.064;8.784;6.227;2007
813;SLB;LUR;Solomon Islands;Unemployment rate;Percent of total labor force;;;;;;
199;ZAF;NGDP_RPCH;South Africa;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.830;3.312;4.202;2007
199;ZAF;PCPIPCH;South Africa;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;11.777;8.021;5.714;2007
199;ZAF;LUR;South Africa;Unemployment rate;Percent of total labor force;;;;;;
184;ESP;NGDP_RPCH;Spain;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;1.376;-0.249;1.757;2007
184;ESP;PCPIPCH;Spain;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;4.503;2.594;2.046;2007
184;ESP;LUR;Spain;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, harmonized definition ILO (International Labour Organization) Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  Euros Data last updated: 10/2008;11.173;14.746;n/a;2007
524;LKA;NGDP_RPCH;Sri Lanka;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.100;5.092;5.393;2007
524;LKA;PCPIPCH;Sri Lanka;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;23.674;19.958;17.297;2007
524;LKA;LUR;Sri Lanka;Unemployment rate;Percent of total labor force;;;;;;
361;KNA;NGDP_RPCH;St. Kitts and Nevis;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.481;2.664;2.269;2007
361;KNA;PCPIPCH;St. Kitts and Nevis;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;2.598;3.989;2.839;2007
361;KNA;LUR;St. Kitts and Nevis;Unemployment rate;Percent of total labor force;;;;;;
362;LCA;NGDP_RPCH;St. Lucia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;2.262;3.054;3.518;2007
362;LCA;PCPIPCH;St. Lucia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;7.212;4.901;2.995;2007
362;LCA;LUR;St. Lucia;Unemployment rate;Percent of total labor force;;;;;;
364;VCT;NGDP_RPCH;St. Vincent and the Grenadines;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.006;4.677;4.990;2007
364;VCT;PCPIPCH;St. Vincent and the Grenadines;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;9.310;6.201;3.730;2007
364;VCT;LUR;St. Vincent and the Grenadines;Unemployment rate;Percent of total labor force;;;;;;
732;SDN;NGDP_RPCH;Sudan;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;8.498;7.709;8.772;2006
732;SDN;PCPIPCH;Sudan;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;16.000;10.000;7.000;2007
732;SDN;LUR;Sudan;Unemployment rate;Percent of total labor force;;;;;;
366;SUR;NGDP_RPCH;Suriname;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.500;4.800;4.700;2007
366;SUR;PCPIPCH;Suriname;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;15.500;9.500;8.700;2007
366;SUR;LUR;Suriname;Unemployment rate;Percent of total labor force;;;;;;
734;SWZ;NGDP_RPCH;Swaziland;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;2.646;2.482;2.480;2007
734;SWZ;PCPIPCH;Swaziland;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;12.700;8.900;6.000;2007
734;SWZ;LUR;Swaziland;Unemployment rate;Percent of total labor force;;;;;;
144;SWE;NGDP_RPCH;Sweden;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;1.200;1.400;2.800;2007
144;SWE;PCPIPCH;Sweden;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;3.400;2.800;2.000;2007
144;SWE;LUR;Sweden;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, national definition Source: Organisation for Economic Co-operation and Development (OECD) - Economic Outlook Database Latest actual data: 2007 Primary domestic currency:  Swedish kronor Data last updated: 09/2008;6.617;7.117;n/a;2007
146;CHE;NGDP_RPCH;Switzerland;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;1.737;0,478472222;1.750;2007
146;CHE;PCPIPCH;Switzerland;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;2.600;1.500;1.000;2007
146;CHE;LUR;Switzerland;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, national definition Source: IMF Staff Latest actual data: 2007 Primary domestic currency:  Swiss francs Data last updated: 10/2008;2.562;2.800;n/a;2007
463;SYR;NGDP_RPCH;Syrian Arab Republic;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.181;5.221;5.016;2006
463;SYR;PCPIPCH;Syrian Arab Republic;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;8.000;7.000;6.000;2007
463;SYR;LUR;Syrian Arab Republic;Unemployment rate;Percent of total labor force;;;;;;
528;TWN;NGDP_RPCH;Taiwan Province of China;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.833;2.499;3.793;2007
528;TWN;PCPIPCH;Taiwan Province of China;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;4.200;2.500;1.500;2007
528;TWN;LUR;Taiwan Province of China;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, national definition. Labor Force It is defined as those civilians who, during the reference week, are 15 years of age or over and who are available to work, including both the employed and the unemployed.                                                                    Employed Population Including all persons who, during the reference week, work for pay or work for 15 hours or more as unpaid family workers.  Unemployed Population Including all the persons who, during the reference week, are 15 years of age or over and under the following conditions: - No job - Available to work - Seeking for a job, or had sought work waiting for result.  Besides, the unemployed population also includes the persons who are waiting to recall or start a new job but not working and paid yet. Source: CEIC Latest actual data: 2007 Primary domestic currency:  New Taiwan dollars Data last updated: 10/2008;3.888;4.125;n/a;2007
923;TJK;NGDP_RPCH;Tajikistan;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.000;7.000;7.000;2007
923;TJK;PCPIPCH;Tajikistan;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;21.647;15.500;9.500;2007
923;TJK;LUR;Tajikistan;Unemployment rate;Percent of total labor force;;;;;;
738;TZA;NGDP_RPCH;Tanzania;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;7.487;7.986;8.041;2007
738;TZA;PCPIPCH;Tanzania;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;9.156;6.505;5.023;2007
738;TZA;LUR;Tanzania;Unemployment rate;Percent of total labor force;;;;;;
578;THA;NGDP_RPCH;Thailand;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;4.735;4.528;5.200;2007
578;THA;PCPIPCH;Thailand;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.719;3.211;2.333;2007
578;THA;LUR;Thailand;Unemployment rate;Percent of total labor force;;;;;;
537;TLS;NGDP_RPCH;Timor-Leste, Dem. Rep. of;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;2.451;0,397222222;1.220;2006
537;TLS;PCPIPCH;Timor-Leste, Dem. Rep. of;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;4.000;3.495;3.404;2007
537;TLS;LUR;Timor-Leste, Dem. Rep. of;Unemployment rate;Percent of total labor force;;;;;;
742;TGO;NGDP_RPCH;Togo;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;2.500;3.500;4.000;2007
742;TGO;PCPIPCH;Togo;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.244;5.170;1.742;2007
742;TGO;LUR;Togo;Unemployment rate;Percent of total labor force;;;;;;
866;TON;NGDP_RPCH;Tonga;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;1.210;2.629;1.858;2006
866;TON;PCPIPCH;Tonga;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;14.513;12.264;6.051;2006
866;TON;LUR;Tonga;Unemployment rate;Percent of total labor force;;;;;;
369;TTO;NGDP_RPCH;Trinidad and Tobago;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.029;4.460;3.815;2006
369;TTO;PCPIPCH;Trinidad and Tobago;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;10.100;10.000;8.000;2007
369;TTO;LUR;Trinidad and Tobago;Unemployment rate;Percent of total labor force;;;;;;
744;TUN;NGDP_RPCH;Tunisia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.500;5.002;5.177;2006
744;TUN;PCPIPCH;Tunisia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;5.100;4.500;3.500;2007
744;TUN;LUR;Tunisia;Unemployment rate;Percent of total labor force;;;;;;
186;TUR;NGDP_RPCH;Turkey;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.500;3.000;5.000;2007
186;TUR;PCPIPCH;Turkey;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;10.477;8.429;6.947;2007
186;TUR;LUR;Turkey;Unemployment rate;Percent of total labor force;;;;;;
925;TKM;NGDP_RPCH;Turkmenistan;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;10.809;10.325;9.381;2007
925;TKM;PCPIPCH;Turkmenistan;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;13.000;12.000;9.000;2007
925;TKM;LUR;Turkmenistan;Unemployment rate;Percent of total labor force;;;;;;
746;UGA;NGDP_RPCH;Uganda;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;9.816;8.100;8.000;2007
746;UGA;PCPIPCH;Uganda;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;7.300;7.800;5.200;2007
746;UGA;LUR;Uganda;Unemployment rate;Percent of total labor force;;;;;;
926;UKR;NGDP_RPCH;Ukraine;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.385;2.498;4.310;2007
926;UKR;PCPIPCH;Ukraine;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;25.251;18.819;12.567;2007
926;UKR;LUR;Ukraine;Unemployment rate;Percent of total labor force;;;;;;
466;ARE;NGDP_RPCH;United Arab Emirates;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.964;6.016;5.567;2006
466;ARE;PCPIPCH;United Arab Emirates;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;12.875;10.767;8.120;2007
466;ARE;LUR;United Arab Emirates;Unemployment rate;Percent of total labor force;;;;;;
112;GBR;NGDP_RPCH;United Kingdom;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;0,686111111;-0.128;2.237;2007
112;GBR;PCPIPCH;United Kingdom;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;3.780;2.937;2.000;2007
112;GBR;LUR;United Kingdom;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, harmonized definition ILO (International Labour Organization) Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  Sterling pounds Data last updated: 10/2008;5.399;6.037;n/a;2007
111;USA;NGDP_RPCH;United States;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;1.572;0.055;2.042;2007
111;USA;PCPIPCH;United States;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;4.224;1.844;1.743;2007
111;USA;LUR;United States;Unemployment rate;Percent of total labor force;;Definition: Unemployment rate, national definition Source: Haver analytics Latest actual data: 2007 Primary domestic currency:  U.S. dollars Data last updated: 10/2008;5.617;6.875;n/a;2007
298;URY;NGDP_RPCH;Uruguay;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.500;5.500;4.500;2007
298;URY;PCPIPCH;Uruguay;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;6.800;6.200;6.200;2007
298;URY;LUR;Uruguay;Unemployment rate;Percent of total labor force;;;;;;
927;UZB;NGDP_RPCH;Uzbekistan;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;8.000;7.500;7.000;2007
927;UZB;PCPIPCH;Uzbekistan;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;11.129;10.555;9.450;2007
927;UZB;LUR;Uzbekistan;Unemployment rate;Percent of total labor force;;;;;;
846;VUT;NGDP_RPCH;Vanuatu;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.000;5.500;5.000;2007
846;VUT;PCPIPCH;Vanuatu;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;3.800;3.000;2.457;2007
846;VUT;LUR;Vanuatu;Unemployment rate;Percent of total labor force;;;;;;
299;VEN;NGDP_RPCH;Venezuela;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.000;1.999;2.000;2007
299;VEN;PCPIPCH;Venezuela;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;27.228;33.500;32.500;2007
299;VEN;LUR;Venezuela;Unemployment rate;Percent of total labor force;;;;;;
582;VNM;NGDP_RPCH;Vietnam;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;6.304;5.456;6.210;2007
582;VNM;PCPIPCH;Vietnam;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;24.000;15.000;9.000;2007
582;VNM;LUR;Vietnam;Unemployment rate;Percent of total labor force;;;;;;
474;YEM;NGDP_RPCH;Yemen, Republic of;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;3.522;8.130;5.340;2007
474;YEM;PCPIPCH;Yemen, Republic of;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;17.198;14.435;13.135;2007
474;YEM;LUR;Yemen, Republic of;Unemployment rate;Percent of total labor force;;;;;;
754;ZMB;NGDP_RPCH;Zambia;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;5.800;6.400;6.000;2006
754;ZMB;PCPIPCH;Zambia;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;11.800;8.600;6.800;2007
754;ZMB;LUR;Zambia;Unemployment rate;Percent of total labor force;;;;;;
698;ZWE;NGDP_RPCH;Zimbabwe;Gross domestic product, constant prices;Annual percent change;;See notes for:  Gross domestic product, constant prices (National currency).;n/a;n/a;n/a;2003
698;ZWE;PCPIPCH;Zimbabwe;Inflation, average consumer prices;Annual percent change;;See notes for:  Inflation, average consumer prices (Index, 2000=100).;n/a;n/a;n/a;2006
698;ZWE;LUR;Zimbabwe;Unemployment rate;Percent of total labor force;;;;;;
;;;;;;;;;;;
International Monetary Fund, World Economic Outlook Database, October 2008;;;;;;;;;;;
